time,temperature_2m,precipitation,soil_moisture_0_to_7cm,wind_gusts_10m,Rolling_72h_Rainfall,Mine_Name,Mine_Type,Pending_Target_Tons,Days_To_Deadline,Daily_Extraction_Capacity,Overtime_Capacity_hrs,Recommended_Action
2025-09-08 19:00:00,26.7,0.0,0.386,9.4,11.0,Dongri Buzurg,Opencast,445,4,205,1,Normal Operations
2025-09-08 20:00:00,26.1,0.0,0.386,13.7,11.0,Dongri Buzurg,Opencast,664,3,234,4,Normal Operations
2025-09-08 21:00:00,25.4,0.0,0.387,11.5,11.0,Dongri Buzurg,Opencast,997,13,228,4,Normal Operations
2025-09-08 22:00:00,24.9,0.0,0.388,8.3,11.0,Dongri Buzurg,Opencast,439,7,236,4,Normal Operations
2025-09-08 23:00:00,24.5,0.0,0.388,8.6,11.0,Dongri Buzurg,Opencast,191,14,269,0,Normal Operations
2025-09-09 00:00:00,24.4,0.0,0.389,9.0,11.0,Dongri Buzurg,Opencast,466,7,125,3,Normal Operations
2025-09-09 01:00:00,24.0,0.0,0.39,8.3,11.0,Dongri Buzurg,Opencast,554,15,223,2,Normal Operations
2025-09-09 02:00:00,24.2,0.0,0.39,11.9,11.0,Dongri Buzurg,Opencast,527,2,156,1,Pre-emptive Overtime Prior Shift
2025-09-09 03:00:00,23.9,0.0,0.391,11.2,11.0,Dongri Buzurg,Opencast,608,5,121,4,Pre-emptive Overtime Prior Shift
2025-09-09 04:00:00,23.6,0.0,0.392,11.2,11.0,Dongri Buzurg,Opencast,875,5,186,0,Normal Operations
2025-09-09 05:00:00,23.4,0.0,0.392,7.6,11.0,Dongri Buzurg,Opencast,134,14,102,0,Normal Operations
2025-09-09 06:00:00,23.8,0.0,0.393,20.5,11.0,Dongri Buzurg,Opencast,305,8,238,3,Normal Operations
2025-09-09 07:00:00,24.9,0.0,0.393,18.4,11.0,Dongri Buzurg,Opencast,180,8,155,0,Normal Operations
2025-09-09 08:00:00,26.7,0.0,0.393,16.2,10.9,Dongri Buzurg,Opencast,661,11,223,4,Normal Operations
2025-09-09 09:00:00,28.5,0.0,0.392,17.6,10.8,Dongri Buzurg,Opencast,971,13,185,2,Normal Operations
2025-09-09 10:00:00,30.0,0.0,0.391,18.4,10.6,Dongri Buzurg,Opencast,487,4,289,3,Normal Operations
2025-09-09 11:00:00,30.8,0.1,0.389,18.4,10.5,Dongri Buzurg,Opencast,101,10,267,4,Normal Operations
2025-09-09 12:00:00,31.1,0.1,0.388,17.3,9.2,Dongri Buzurg,Opencast,489,1,243,0,Shift Heavy Extraction to Night/Early Morning
2025-09-09 13:00:00,31.6,0.1,0.387,15.8,9.2,Dongri Buzurg,Opencast,665,6,197,1,Normal Operations
2025-09-09 14:00:00,31.2,0.2,0.386,16.2,9.3,Dongri Buzurg,Opencast,205,12,219,1,Normal Operations
2025-09-09 15:00:00,30.3,0.0,0.386,16.2,9.2,Dongri Buzurg,Opencast,871,7,104,0,Shift Heavy Extraction to Night/Early Morning
2025-09-09 16:00:00,27.0,5.6,0.455,15.5,14.4,Dongri Buzurg,Opencast,921,1,152,0,Pause Operations & Maintain Equipment
2025-09-09 17:00:00,26.4,0.4,0.458,14.4,14.8,Dongri Buzurg,Opencast,576,8,171,3,Normal Operations
2025-09-09 18:00:00,27.0,0.0,0.394,16.9,14.8,Dongri Buzurg,Opencast,802,14,165,2,Normal Operations
2025-09-09 19:00:00,26.5,0.0,0.394,12.2,14.8,Dongri Buzurg,Opencast,501,9,238,1,Normal Operations
2025-09-09 20:00:00,26.2,0.0,0.394,11.2,14.8,Dongri Buzurg,Opencast,829,8,214,4,Normal Operations
2025-09-09 21:00:00,25.8,0.0,0.394,12.6,14.8,Dongri Buzurg,Opencast,655,3,204,2,Pre-emptive Overtime Prior Shift
2025-09-09 22:00:00,25.5,0.0,0.394,11.5,14.8,Dongri Buzurg,Opencast,261,9,144,2,Normal Operations
2025-09-09 23:00:00,25.3,0.0,0.395,12.6,14.8,Dongri Buzurg,Opencast,301,10,289,2,Normal Operations
2025-09-10 00:00:00,24.9,0.0,0.395,13.3,14.8,Dongri Buzurg,Opencast,369,3,204,2,Normal Operations
2025-09-10 01:00:00,24.5,0.0,0.395,14.4,14.8,Dongri Buzurg,Opencast,962,12,214,3,Normal Operations
2025-09-10 02:00:00,23.5,0.7,0.401,19.1,15.5,Dongri Buzurg,Opencast,915,4,211,4,Pre-emptive Overtime Prior Shift
2025-09-10 03:00:00,23.5,0.0,0.401,19.1,15.5,Dongri Buzurg,Opencast,370,12,186,0,Normal Operations
2025-09-10 04:00:00,23.7,0.0,0.401,14.8,15.5,Dongri Buzurg,Opencast,555,6,164,2,Normal Operations
2025-09-10 05:00:00,23.8,0.0,0.402,13.7,15.5,Dongri Buzurg,Opencast,561,7,173,1,Normal Operations
2025-09-10 06:00:00,25.1,0.0,0.384,10.4,15.5,Dongri Buzurg,Opencast,826,13,233,0,Normal Operations
2025-09-10 07:00:00,26.0,0.0,0.384,14.0,15.4,Dongri Buzurg,Opencast,351,8,166,1,Normal Operations
2025-09-10 08:00:00,27.2,0.0,0.384,15.1,15.2,Dongri Buzurg,Opencast,801,7,128,2,Normal Operations
2025-09-10 09:00:00,28.7,0.1,0.384,18.4,15.2,Dongri Buzurg,Opencast,395,3,178,2,Normal Operations
2025-09-10 10:00:00,30.1,0.2,0.384,18.4,15.3,Dongri Buzurg,Opencast,824,11,186,1,Normal Operations
2025-09-10 11:00:00,30.9,0.2,0.383,18.4,15.4,Dongri Buzurg,Opencast,819,11,148,0,Normal Operations
2025-09-10 12:00:00,31.3,0.1,0.382,17.6,15.4,Dongri Buzurg,Opencast,848,2,107,2,Pre-emptive Overtime Prior Shift
2025-09-10 13:00:00,31.6,0.1,0.38,18.4,15.4,Dongri Buzurg,Opencast,437,11,188,3,Normal Operations
2025-09-10 14:00:00,26.5,1.4,0.393,36.0,16.8,Dongri Buzurg,Opencast,978,2,201,4,Pre-emptive Overtime Prior Shift
2025-09-10 15:00:00,28.1,0.1,0.393,27.0,16.4,Dongri Buzurg,Opencast,152,14,151,4,Normal Operations
2025-09-10 16:00:00,28.9,0.0,0.392,20.9,15.8,Dongri Buzurg,Opencast,891,12,225,0,Normal Operations
2025-09-10 17:00:00,28.5,0.0,0.391,17.3,15.0,Dongri Buzurg,Opencast,316,13,111,1,Normal Operations
2025-09-10 18:00:00,26.4,0.0,0.397,18.4,15.0,Dongri Buzurg,Opencast,863,9,228,0,Normal Operations
2025-09-10 19:00:00,26.0,0.0,0.397,10.8,15.0,Dongri Buzurg,Opencast,287,7,103,2,Normal Operations
2025-09-10 20:00:00,25.8,0.0,0.397,12.2,15.0,Dongri Buzurg,Opencast,479,7,202,2,Normal Operations
2025-09-10 21:00:00,25.4,0.0,0.397,13.7,15.0,Dongri Buzurg,Opencast,592,5,219,2,Normal Operations
2025-09-10 22:00:00,25.3,0.0,0.397,14.4,15.0,Dongri Buzurg,Opencast,140,13,287,4,Normal Operations
2025-09-10 23:00:00,24.8,0.0,0.397,11.9,15.0,Dongri Buzurg,Opencast,256,6,270,4,Normal Operations
2025-09-11 00:00:00,24.6,0.0,0.397,10.1,15.0,Dongri Buzurg,Opencast,114,7,204,1,Normal Operations
2025-09-11 01:00:00,24.4,0.0,0.397,9.7,15.0,Dongri Buzurg,Opencast,912,13,196,2,Normal Operations
2025-09-11 02:00:00,24.2,0.0,0.397,9.4,15.0,Dongri Buzurg,Opencast,164,9,271,0,Normal Operations
2025-09-11 03:00:00,24.2,0.0,0.398,7.9,15.0,Dongri Buzurg,Opencast,956,10,257,1,Normal Operations
2025-09-11 04:00:00,24.1,0.0,0.398,7.2,15.0,Dongri Buzurg,Opencast,938,4,267,1,Normal Operations
2025-09-11 05:00:00,24.3,0.0,0.398,6.5,15.0,Dongri Buzurg,Opencast,620,6,112,4,Normal Operations
2025-09-11 06:00:00,24.5,0.1,0.39,11.9,14.3,Dongri Buzurg,Opencast,443,1,257,1,Pre-emptive Overtime Prior Shift
2025-09-11 07:00:00,25.0,0.0,0.39,16.9,13.8,Dongri Buzurg,Opencast,228,7,246,2,Normal Operations
2025-09-11 08:00:00,26.8,0.0,0.39,12.2,13.7,Dongri Buzurg,Opencast,747,4,119,1,Pre-emptive Overtime Prior Shift
2025-09-11 09:00:00,28.8,0.0,0.389,12.2,13.7,Dongri Buzurg,Opencast,571,2,265,3,Pre-emptive Overtime Prior Shift
2025-09-11 10:00:00,29.6,0.3,0.39,21.6,13.999999999999998,Dongri Buzurg,Opencast,162,4,290,3,Normal Operations
2025-09-11 11:00:00,30.0,0.3,0.39,24.1,14.1,Dongri Buzurg,Opencast,238,8,216,3,Normal Operations
2025-09-11 12:00:00,25.1,9.2,0.501,35.3,23.1,Dongri Buzurg,Opencast,598,2,167,1,Pre-emptive Overtime Prior Shift
2025-09-11 13:00:00,25.7,0.3,0.495,20.5,23.3,Dongri Buzurg,Opencast,692,15,217,3,Normal Operations
2025-09-11 14:00:00,26.0,0.4,0.492,16.6,22.7,Dongri Buzurg,Opencast,491,1,122,3,Pre-emptive Overtime Prior Shift
2025-09-11 15:00:00,27.1,0.1,0.487,11.5,20.2,Dongri Buzurg,Opencast,774,1,226,0,Shift Heavy Extraction to Night/Early Morning
2025-09-11 16:00:00,27.3,0.0,0.483,11.5,20.1,Dongri Buzurg,Opencast,518,7,238,3,Normal Operations
2025-09-11 17:00:00,27.1,0.0,0.48,8.6,20.1,Dongri Buzurg,Opencast,388,7,130,2,Normal Operations
2025-09-11 18:00:00,25.8,0.0,0.479,10.8,20.1,Dongri Buzurg,Opencast,478,4,140,2,Normal Operations
2025-09-11 19:00:00,25.6,0.0,0.476,12.6,20.1,Dongri Buzurg,Opencast,872,14,156,1,Normal Operations
2025-09-11 20:00:00,25.3,0.0,0.475,12.2,20.1,Dongri Buzurg,Opencast,589,12,129,3,Normal Operations
2025-09-11 21:00:00,25.1,0.0,0.473,10.1,20.1,Dongri Buzurg,Opencast,330,5,207,4,Normal Operations
2025-09-11 22:00:00,25.0,0.0,0.471,10.1,20.1,Dongri Buzurg,Opencast,140,13,195,2,Normal Operations
2025-09-11 23:00:00,24.9,0.0,0.47,11.5,20.1,Dongri Buzurg,Opencast,127,12,199,1,Normal Operations
2025-09-12 00:00:00,24.6,0.0,0.469,9.7,20.1,Dongri Buzurg,Opencast,234,5,181,1,Normal Operations
2025-09-12 01:00:00,24.4,0.0,0.467,11.2,20.1,Dongri Buzurg,Opencast,300,7,235,1,Normal Operations
2025-09-12 02:00:00,24.3,0.0,0.466,11.9,20.1,Dongri Buzurg,Opencast,939,12,263,4,Normal Operations
2025-09-12 03:00:00,24.1,0.0,0.465,11.5,20.1,Dongri Buzurg,Opencast,879,3,161,0,Shift Heavy Extraction to Night/Early Morning
2025-09-12 04:00:00,24.0,0.0,0.464,10.4,20.1,Dongri Buzurg,Opencast,132,5,262,3,Normal Operations
2025-09-12 05:00:00,24.1,0.0,0.463,11.9,20.1,Dongri Buzurg,Opencast,147,7,220,0,Normal Operations
2025-09-12 06:00:00,24.0,0.3,0.456,18.0,20.4,Dongri Buzurg,Opencast,602,12,254,4,Normal Operations
2025-09-12 07:00:00,24.2,0.3,0.458,20.9,20.7,Dongri Buzurg,Opencast,506,11,233,0,Normal Operations
2025-09-12 08:00:00,25.6,0.0,0.457,24.8,20.7,Dongri Buzurg,Opencast,673,7,163,0,Normal Operations
2025-09-12 09:00:00,27.2,0.0,0.456,28.1,20.7,Dongri Buzurg,Opencast,827,13,264,2,Normal Operations
2025-09-12 10:00:00,28.7,0.1,0.454,27.0,20.8,Dongri Buzurg,Opencast,904,9,146,4,Normal Operations
2025-09-12 11:00:00,29.9,0.2,0.453,28.1,20.9,Dongri Buzurg,Opencast,198,4,271,3,Normal Operations
2025-09-12 12:00:00,30.8,0.2,0.45,31.3,21.0,Dongri Buzurg,Opencast,783,1,170,3,Pre-emptive Overtime Prior Shift
2025-09-12 13:00:00,30.9,0.0,0.447,32.8,20.9,Dongri Buzurg,Opencast,971,14,179,4,Normal Operations
2025-09-12 14:00:00,29.0,1.9,0.464,30.6,22.6,Dongri Buzurg,Opencast,825,5,165,4,Normal Operations
2025-09-12 15:00:00,27.7,0.8,0.469,29.2,23.4,Dongri Buzurg,Opencast,646,14,142,2,Normal Operations
2025-09-12 16:00:00,27.4,3.0,0.503,16.2,20.8,Dongri Buzurg,Opencast,838,11,156,2,Pause Operations & Maintain Equipment
2025-09-12 17:00:00,26.1,6.3,0.507,15.5,26.7,Dongri Buzurg,Opencast,712,4,274,2,Pause Operations & Maintain Equipment
2025-09-12 18:00:00,26.5,0.1,0.466,9.0,26.8,Dongri Buzurg,Opencast,561,3,188,2,Normal Operations
2025-09-12 19:00:00,25.3,4.0,0.515,6.5,30.8,Dongri Buzurg,Opencast,742,7,189,1,Pause Operations & Maintain Equipment
2025-09-12 20:00:00,24.4,5.3,0.51,10.1,36.1,Dongri Buzurg,Opencast,868,9,189,4,Pause Operations & Maintain Equipment
2025-09-12 21:00:00,24.6,0.1,0.502,9.0,36.2,Dongri Buzurg,Opencast,104,4,219,2,Normal Operations
2025-09-12 22:00:00,24.5,0.0,0.497,9.0,36.2,Dongri Buzurg,Opencast,317,6,117,1,Normal Operations
2025-09-12 23:00:00,24.3,0.0,0.493,11.9,36.2,Dongri Buzurg,Opencast,602,1,247,3,Pre-emptive Overtime Prior Shift
2025-09-13 00:00:00,24.4,0.0,0.491,11.9,36.2,Dongri Buzurg,Opencast,866,1,294,0,Shift Heavy Extraction to Night/Early Morning
2025-09-13 01:00:00,24.6,0.0,0.489,10.8,36.2,Dongri Buzurg,Opencast,497,3,225,4,Normal Operations
2025-09-13 02:00:00,24.3,0.0,0.487,13.3,35.5,Dongri Buzurg,Opencast,970,14,156,2,Normal Operations
2025-09-13 03:00:00,23.9,0.0,0.485,14.4,35.5,Dongri Buzurg,Opencast,894,5,199,3,Normal Operations
2025-09-13 04:00:00,23.7,0.1,0.485,16.9,35.599999999999994,Dongri Buzurg,Opencast,492,6,203,4,Normal Operations
2025-09-13 05:00:00,23.4,0.1,0.484,18.0,35.7,Dongri Buzurg,Opencast,306,9,228,4,Normal Operations
2025-09-13 06:00:00,23.8,0.0,0.465,16.6,35.7,Dongri Buzurg,Opencast,114,15,173,3,Normal Operations
2025-09-13 07:00:00,25.0,0.0,0.464,15.5,35.7,Dongri Buzurg,Opencast,957,9,207,2,Normal Operations
2025-09-13 08:00:00,26.6,0.0,0.462,18.0,35.7,Dongri Buzurg,Opencast,653,10,194,3,Normal Operations
2025-09-13 09:00:00,28.2,0.3,0.463,25.6,35.9,Dongri Buzurg,Opencast,991,11,283,4,Normal Operations
2025-09-13 10:00:00,29.1,0.3,0.462,26.3,36.0,Dongri Buzurg,Opencast,560,1,107,0,Shift Heavy Extraction to Night/Early Morning
2025-09-13 11:00:00,29.7,0.4,0.462,26.6,36.2,Dongri Buzurg,Opencast,790,14,147,1,Normal Operations
2025-09-13 12:00:00,30.1,0.4,0.463,25.6,36.49999999999999,Dongri Buzurg,Opencast,674,2,285,1,Pre-emptive Overtime Prior Shift
2025-09-13 13:00:00,30.5,0.4,0.462,23.8,36.8,Dongri Buzurg,Opencast,963,15,216,2,Normal Operations
2025-09-13 14:00:00,29.4,0.9,0.467,22.3,36.3,Dongri Buzurg,Opencast,842,11,291,2,Normal Operations
2025-09-13 15:00:00,26.3,2.4,0.491,29.5,38.6,Dongri Buzurg,Opencast,340,12,170,3,Pause Operations & Maintain Equipment
2025-09-13 16:00:00,26.8,0.1,0.488,22.3,38.7,Dongri Buzurg,Opencast,663,8,284,1,Normal Operations
2025-09-13 17:00:00,26.8,0.0,0.485,13.3,38.7,Dongri Buzurg,Opencast,195,5,278,2,Normal Operations
2025-09-13 18:00:00,26.9,0.0,0.472,9.4,38.7,Dongri Buzurg,Opencast,999,3,139,1,Pre-emptive Overtime Prior Shift
2025-09-13 19:00:00,26.5,0.0,0.471,2.9,38.7,Dongri Buzurg,Opencast,833,9,183,2,Normal Operations
2025-09-13 20:00:00,26.1,0.0,0.47,6.1,38.7,Dongri Buzurg,Opencast,584,2,102,1,Pre-emptive Overtime Prior Shift
2025-09-13 21:00:00,25.7,0.0,0.469,10.8,38.7,Dongri Buzurg,Opencast,506,7,290,2,Normal Operations
2025-09-13 22:00:00,25.3,0.0,0.468,5.8,38.7,Dongri Buzurg,Opencast,330,10,110,4,Normal Operations
2025-09-13 23:00:00,24.9,0.0,0.467,5.0,38.7,Dongri Buzurg,Opencast,848,8,157,4,Normal Operations
2025-09-14 00:00:00,24.7,0.0,0.466,5.0,38.7,Dongri Buzurg,Opencast,754,12,220,2,Normal Operations
2025-09-14 01:00:00,24.7,0.0,0.465,9.0,38.7,Dongri Buzurg,Opencast,270,2,205,0,Normal Operations
2025-09-14 02:00:00,24.3,0.5,0.468,7.2,39.2,Dongri Buzurg,Opencast,640,1,205,4,Pre-emptive Overtime Prior Shift
2025-09-14 03:00:00,24.4,0.5,0.473,10.4,39.7,Dongri Buzurg,Opencast,135,3,145,1,Normal Operations
2025-09-14 04:00:00,23.8,2.6,0.502,8.6,42.3,Dongri Buzurg,Opencast,624,8,111,0,Pause Operations & Maintain Equipment
2025-09-14 05:00:00,23.6,0.1,0.497,12.6,42.4,Dongri Buzurg,Opencast,259,4,205,3,Normal Operations
2025-09-14 06:00:00,24.8,0.0,0.472,10.4,42.3,Dongri Buzurg,Opencast,938,13,107,0,Normal Operations
2025-09-14 07:00:00,25.7,0.0,0.471,10.1,42.3,Dongri Buzurg,Opencast,798,15,272,4,Normal Operations
2025-09-14 08:00:00,26.8,0.0,0.469,13.7,42.3,Dongri Buzurg,Opencast,342,5,242,4,Normal Operations
2025-09-14 09:00:00,28.3,0.0,0.466,18.7,42.3,Dongri Buzurg,Opencast,185,9,148,2,Normal Operations
2025-09-14 10:00:00,29.6,0.0,0.463,22.3,41.99999999999999,Dongri Buzurg,Opencast,895,4,258,1,Normal Operations
2025-09-14 11:00:00,30.4,0.1,0.46,22.7,41.8,Dongri Buzurg,Opencast,677,12,145,3,Normal Operations
2025-09-14 12:00:00,30.6,0.1,0.457,22.0,32.7,Dongri Buzurg,Opencast,781,9,139,0,Normal Operations
2025-09-14 13:00:00,30.5,0.0,0.454,20.9,32.4,Dongri Buzurg,Opencast,656,6,258,4,Normal Operations
2025-09-14 14:00:00,28.8,1.2,0.462,19.4,33.2,Dongri Buzurg,Opencast,673,12,119,4,Normal Operations
2025-09-14 15:00:00,27.6,0.5,0.465,16.2,33.6,Dongri Buzurg,Opencast,745,7,229,4,Normal Operations
2025-09-14 16:00:00,27.4,0.0,0.464,18.4,33.6,Dongri Buzurg,Opencast,895,8,105,4,Pre-emptive Overtime Prior Shift
2025-09-14 17:00:00,26.7,0.0,0.463,13.3,33.6,Dongri Buzurg,Opencast,127,10,227,4,Normal Operations
