time,temperature_2m,precipitation,soil_moisture_0_to_7cm,wind_gusts_10m,Rolling_72h_Rainfall,Mine_Name,Mine_Type
2025-09-08 00:00:00,24.2,0.0,0.411,11.2,5.4,Dongri Buzurg,Opencast
2025-09-08 01:00:00,23.9,0.0,0.412,9.0,5.4,Dongri Buzurg,Opencast
2025-09-08 02:00:00,23.7,0.0,0.412,9.7,5.4,Dongri Buzurg,Opencast
2025-09-08 03:00:00,23.3,0.0,0.413,10.1,5.4,Dongri Buzurg,Opencast
2025-09-08 04:00:00,23.1,0.0,0.414,9.0,5.4,Dongri Buzurg,Opencast
2025-09-08 05:00:00,23.0,0.0,0.414,9.4,5.4,Dongri Buzurg,Opencast
2025-09-08 06:00:00,23.9,0.8,0.419,14.4,6.2,Dongri Buzurg,Opencast
2025-09-08 07:00:00,24.6,0.5,0.425,10.4,6.7,Dongri Buzurg,Opencast
2025-09-08 08:00:00,25.3,0.1,0.427,12.6,6.8,Dongri Buzurg,Opencast
2025-09-08 09:00:00,26.5,0.0,0.427,14.0,6.8,Dongri Buzurg,Opencast
2025-09-08 10:00:00,28.2,0.0,0.426,13.7,6.8,Dongri Buzurg,Opencast
2025-09-08 11:00:00,29.5,0.2,0.425,13.7,7.0,Dongri Buzurg,Opencast
2025-09-08 12:00:00,30.1,0.2,0.424,14.0,7.2,Dongri Buzurg,Opencast
2025-09-08 13:00:00,30.1,0.1,0.423,16.9,7.3,Dongri Buzurg,Opencast
2025-09-08 14:00:00,29.3,1.0,0.429,17.6,8.3,Dongri Buzurg,Opencast
2025-09-08 15:00:00,27.4,2.6,0.459,21.2,10.9,Dongri Buzurg,Opencast
2025-09-08 16:00:00,27.4,0.1,0.459,22.7,11.0,Dongri Buzurg,Opencast
2025-09-08 17:00:00,26.7,0.0,0.458,16.9,11.0,Dongri Buzurg,Opencast
2025-09-08 18:00:00,27.8,0.0,0.385,8.3,11.0,Dongri Buzurg,Opencast
2025-09-08 19:00:00,26.7,0.0,0.386,9.4,11.0,Dongri Buzurg,Opencast
2025-09-08 20:00:00,26.1,0.0,0.386,13.7,11.0,Dongri Buzurg,Opencast
2025-09-08 21:00:00,25.4,0.0,0.387,11.5,11.0,Dongri Buzurg,Opencast
2025-09-08 22:00:00,24.9,0.0,0.388,8.3,11.0,Dongri Buzurg,Opencast
2025-09-08 23:00:00,24.5,0.0,0.388,8.6,11.0,Dongri Buzurg,Opencast
2025-09-09 00:00:00,24.4,0.0,0.389,9.0,11.0,Dongri Buzurg,Opencast
2025-09-09 01:00:00,24.0,0.0,0.39,8.3,11.0,Dongri Buzurg,Opencast
2025-09-09 02:00:00,24.2,0.0,0.39,11.9,11.0,Dongri Buzurg,Opencast
2025-09-09 03:00:00,23.9,0.0,0.391,11.2,11.0,Dongri Buzurg,Opencast
2025-09-09 04:00:00,23.6,0.0,0.392,11.2,11.0,Dongri Buzurg,Opencast
2025-09-09 05:00:00,23.4,0.0,0.392,7.6,11.0,Dongri Buzurg,Opencast
2025-09-09 06:00:00,23.8,0.0,0.393,20.5,11.0,Dongri Buzurg,Opencast
2025-09-09 07:00:00,24.9,0.0,0.393,18.4,11.0,Dongri Buzurg,Opencast
2025-09-09 08:00:00,26.7,0.0,0.393,16.2,10.9,Dongri Buzurg,Opencast
2025-09-09 09:00:00,28.5,0.0,0.392,17.6,10.8,Dongri Buzurg,Opencast
2025-09-09 10:00:00,30.0,0.0,0.391,18.4,10.6,Dongri Buzurg,Opencast
2025-09-09 11:00:00,30.8,0.1,0.389,18.4,10.5,Dongri Buzurg,Opencast
2025-09-09 12:00:00,31.1,0.1,0.388,17.3,9.200000000000001,Dongri Buzurg,Opencast
2025-09-09 13:00:00,31.6,0.1,0.387,15.8,9.200000000000001,Dongri Buzurg,Opencast
2025-09-09 14:00:00,31.2,0.2,0.386,16.2,9.3,Dongri Buzurg,Opencast
2025-09-09 15:00:00,30.3,0.0,0.386,16.2,9.2,Dongri Buzurg,Opencast
2025-09-09 16:00:00,27.0,5.6,0.455,15.5,14.4,Dongri Buzurg,Opencast
2025-09-09 17:00:00,26.4,0.4,0.458,14.4,14.8,Dongri Buzurg,Opencast
2025-09-09 18:00:00,27.0,0.0,0.394,16.9,14.8,Dongri Buzurg,Opencast
2025-09-09 19:00:00,26.5,0.0,0.394,12.2,14.8,Dongri Buzurg,Opencast
2025-09-09 20:00:00,26.2,0.0,0.394,11.2,14.8,Dongri Buzurg,Opencast
2025-09-09 21:00:00,25.8,0.0,0.394,12.6,14.8,Dongri Buzurg,Opencast
2025-09-09 22:00:00,25.5,0.0,0.394,11.5,14.8,Dongri Buzurg,Opencast
2025-09-09 23:00:00,25.3,0.0,0.395,12.6,14.8,Dongri Buzurg,Opencast
2025-09-10 00:00:00,24.9,0.0,0.395,13.3,14.8,Dongri Buzurg,Opencast
2025-09-10 01:00:00,24.5,0.0,0.395,14.4,14.8,Dongri Buzurg,Opencast
2025-09-10 02:00:00,23.5,0.7,0.401,19.1,15.5,Dongri Buzurg,Opencast
2025-09-10 03:00:00,23.5,0.0,0.401,19.1,15.5,Dongri Buzurg,Opencast
2025-09-10 04:00:00,23.7,0.0,0.401,14.8,15.5,Dongri Buzurg,Opencast
2025-09-10 05:00:00,23.8,0.0,0.402,13.7,15.5,Dongri Buzurg,Opencast
2025-09-10 06:00:00,25.1,0.0,0.384,10.4,15.5,Dongri Buzurg,Opencast
2025-09-10 07:00:00,26.0,0.0,0.384,14.0,15.399999999999999,Dongri Buzurg,Opencast
2025-09-10 08:00:00,27.2,0.0,0.384,15.1,15.2,Dongri Buzurg,Opencast
2025-09-10 09:00:00,28.7,0.1,0.384,18.4,15.2,Dongri Buzurg,Opencast
2025-09-10 10:00:00,30.1,0.2,0.384,18.4,15.3,Dongri Buzurg,Opencast
2025-09-10 11:00:00,30.9,0.2,0.383,18.4,15.399999999999999,Dongri Buzurg,Opencast
2025-09-10 12:00:00,31.3,0.1,0.382,17.6,15.399999999999999,Dongri Buzurg,Opencast
2025-09-10 13:00:00,31.6,0.1,0.38,18.4,15.4,Dongri Buzurg,Opencast
2025-09-10 14:00:00,26.5,1.4,0.393,36.0,16.8,Dongri Buzurg,Opencast
2025-09-10 15:00:00,28.1,0.1,0.393,27.0,16.4,Dongri Buzurg,Opencast
2025-09-10 16:00:00,28.9,0.0,0.392,20.9,15.8,Dongri Buzurg,Opencast
2025-09-10 17:00:00,28.5,0.0,0.391,17.3,15.0,Dongri Buzurg,Opencast
2025-09-10 18:00:00,26.4,0.0,0.397,18.4,15.0,Dongri Buzurg,Opencast
2025-09-10 19:00:00,26.0,0.0,0.397,10.8,15.0,Dongri Buzurg,Opencast
2025-09-10 20:00:00,25.8,0.0,0.397,12.2,15.0,Dongri Buzurg,Opencast
2025-09-10 21:00:00,25.4,0.0,0.397,13.7,15.0,Dongri Buzurg,Opencast
2025-09-10 22:00:00,25.3,0.0,0.397,14.4,15.0,Dongri Buzurg,Opencast
2025-09-10 23:00:00,24.8,0.0,0.397,11.9,15.0,Dongri Buzurg,Opencast
2025-09-11 00:00:00,24.6,0.0,0.397,10.1,15.0,Dongri Buzurg,Opencast
2025-09-11 01:00:00,24.4,0.0,0.397,9.7,15.0,Dongri Buzurg,Opencast
2025-09-11 02:00:00,24.2,0.0,0.397,9.4,15.0,Dongri Buzurg,Opencast
2025-09-11 03:00:00,24.2,0.0,0.398,7.9,15.0,Dongri Buzurg,Opencast
2025-09-11 04:00:00,24.1,0.0,0.398,7.2,15.0,Dongri Buzurg,Opencast
2025-09-11 05:00:00,24.3,0.0,0.398,6.5,15.0,Dongri Buzurg,Opencast
2025-09-11 06:00:00,24.5,0.1,0.39,11.9,14.299999999999999,Dongri Buzurg,Opencast
2025-09-11 07:00:00,25.0,0.0,0.39,16.9,13.8,Dongri Buzurg,Opencast
2025-09-11 08:00:00,26.8,0.0,0.39,12.2,13.7,Dongri Buzurg,Opencast
2025-09-11 09:00:00,28.8,0.0,0.389,12.2,13.7,Dongri Buzurg,Opencast
2025-09-11 10:00:00,29.6,0.3,0.39,21.6,13.999999999999998,Dongri Buzurg,Opencast
2025-09-11 11:00:00,30.0,0.3,0.39,24.1,14.1,Dongri Buzurg,Opencast
2025-09-11 12:00:00,25.1,9.2,0.501,35.3,23.099999999999998,Dongri Buzurg,Opencast
2025-09-11 13:00:00,25.7,0.3,0.495,20.5,23.3,Dongri Buzurg,Opencast
2025-09-11 14:00:00,26.0,0.4,0.492,16.6,22.7,Dongri Buzurg,Opencast
2025-09-11 15:00:00,27.1,0.1,0.487,11.5,20.2,Dongri Buzurg,Opencast
2025-09-11 16:00:00,27.3,0.0,0.483,11.5,20.099999999999998,Dongri Buzurg,Opencast
2025-09-11 17:00:00,27.1,0.0,0.48,8.6,20.099999999999998,Dongri Buzurg,Opencast
2025-09-11 18:00:00,25.8,0.0,0.479,10.8,20.099999999999998,Dongri Buzurg,Opencast
2025-09-11 19:00:00,25.6,0.0,0.476,12.6,20.099999999999998,Dongri Buzurg,Opencast
2025-09-11 20:00:00,25.3,0.0,0.475,12.2,20.099999999999998,Dongri Buzurg,Opencast
2025-09-11 21:00:00,25.1,0.0,0.473,10.1,20.099999999999998,Dongri Buzurg,Opencast
2025-09-11 22:00:00,25.0,0.0,0.471,10.1,20.099999999999998,Dongri Buzurg,Opencast
2025-09-11 23:00:00,24.9,0.0,0.47,11.5,20.099999999999998,Dongri Buzurg,Opencast
2025-09-12 00:00:00,24.6,0.0,0.469,9.7,20.099999999999998,Dongri Buzurg,Opencast
2025-09-12 01:00:00,24.4,0.0,0.467,11.2,20.099999999999998,Dongri Buzurg,Opencast
2025-09-12 02:00:00,24.3,0.0,0.466,11.9,20.099999999999998,Dongri Buzurg,Opencast
2025-09-12 03:00:00,24.1,0.0,0.465,11.5,20.099999999999998,Dongri Buzurg,Opencast
2025-09-12 04:00:00,24.0,0.0,0.464,10.4,20.099999999999998,Dongri Buzurg,Opencast
2025-09-12 05:00:00,24.1,0.0,0.463,11.9,20.099999999999998,Dongri Buzurg,Opencast
2025-09-12 06:00:00,24.0,0.3,0.456,18.0,20.4,Dongri Buzurg,Opencast
2025-09-12 07:00:00,24.2,0.3,0.458,20.9,20.699999999999996,Dongri Buzurg,Opencast
2025-09-12 08:00:00,25.6,0.0,0.457,24.8,20.699999999999996,Dongri Buzurg,Opencast
2025-09-12 09:00:00,27.2,0.0,0.456,28.1,20.699999999999996,Dongri Buzurg,Opencast
2025-09-12 10:00:00,28.7,0.1,0.454,27.0,20.799999999999997,Dongri Buzurg,Opencast
2025-09-12 11:00:00,29.9,0.2,0.453,28.1,20.9,Dongri Buzurg,Opencast
2025-09-12 12:00:00,30.8,0.2,0.45,31.3,20.999999999999996,Dongri Buzurg,Opencast
2025-09-12 13:00:00,30.9,0.0,0.447,32.8,20.9,Dongri Buzurg,Opencast
2025-09-12 14:00:00,29.0,1.9,0.464,30.6,22.599999999999998,Dongri Buzurg,Opencast
2025-09-12 15:00:00,27.7,0.8,0.469,29.2,23.4,Dongri Buzurg,Opencast
2025-09-12 16:00:00,27.4,3.0,0.503,16.2,20.799999999999997,Dongri Buzurg,Opencast
2025-09-12 17:00:00,26.1,6.3,0.507,15.5,26.7,Dongri Buzurg,Opencast
2025-09-12 18:00:00,26.5,0.1,0.466,9.0,26.8,Dongri Buzurg,Opencast
2025-09-12 19:00:00,25.3,4.0,0.515,6.5,30.8,Dongri Buzurg,Opencast
2025-09-12 20:00:00,24.4,5.3,0.51,10.1,36.1,Dongri Buzurg,Opencast
2025-09-12 21:00:00,24.6,0.1,0.502,9.0,36.2,Dongri Buzurg,Opencast
2025-09-12 22:00:00,24.5,0.0,0.497,9.0,36.2,Dongri Buzurg,Opencast
2025-09-12 23:00:00,24.3,0.0,0.493,11.9,36.2,Dongri Buzurg,Opencast
2025-09-13 00:00:00,24.4,0.0,0.491,11.9,36.2,Dongri Buzurg,Opencast
2025-09-13 01:00:00,24.6,0.0,0.489,10.8,36.2,Dongri Buzurg,Opencast
2025-09-13 02:00:00,24.3,0.0,0.487,13.3,35.5,Dongri Buzurg,Opencast
2025-09-13 03:00:00,23.9,0.0,0.485,14.4,35.5,Dongri Buzurg,Opencast
2025-09-13 04:00:00,23.7,0.1,0.485,16.9,35.599999999999994,Dongri Buzurg,Opencast
2025-09-13 05:00:00,23.4,0.1,0.484,18.0,35.699999999999996,Dongri Buzurg,Opencast
2025-09-13 06:00:00,23.8,0.0,0.465,16.6,35.699999999999996,Dongri Buzurg,Opencast
2025-09-13 07:00:00,25.0,0.0,0.464,15.5,35.699999999999996,Dongri Buzurg,Opencast
2025-09-13 08:00:00,26.6,0.0,0.462,18.0,35.699999999999996,Dongri Buzurg,Opencast
2025-09-13 09:00:00,28.2,0.3,0.463,25.6,35.9,Dongri Buzurg,Opencast
2025-09-13 10:00:00,29.1,0.3,0.462,26.3,36.0,Dongri Buzurg,Opencast
2025-09-13 11:00:00,29.7,0.4,0.462,26.6,36.199999999999996,Dongri Buzurg,Opencast
2025-09-13 12:00:00,30.1,0.4,0.463,25.6,36.49999999999999,Dongri Buzurg,Opencast
2025-09-13 13:00:00,30.5,0.4,0.462,23.8,36.800000000000004,Dongri Buzurg,Opencast
2025-09-13 14:00:00,29.4,0.9,0.467,22.3,36.3,Dongri Buzurg,Opencast
2025-09-13 15:00:00,26.3,2.4,0.491,29.5,38.6,Dongri Buzurg,Opencast
2025-09-13 16:00:00,26.8,0.1,0.488,22.3,38.7,Dongri Buzurg,Opencast
2025-09-13 17:00:00,26.8,0.0,0.485,13.3,38.7,Dongri Buzurg,Opencast
2025-09-13 18:00:00,26.9,0.0,0.472,9.4,38.7,Dongri Buzurg,Opencast
2025-09-13 19:00:00,26.5,0.0,0.471,2.9,38.7,Dongri Buzurg,Opencast
2025-09-13 20:00:00,26.1,0.0,0.47,6.1,38.7,Dongri Buzurg,Opencast
2025-09-13 21:00:00,25.7,0.0,0.469,10.8,38.7,Dongri Buzurg,Opencast
2025-09-13 22:00:00,25.3,0.0,0.468,5.8,38.7,Dongri Buzurg,Opencast
2025-09-13 23:00:00,24.9,0.0,0.467,5.0,38.7,Dongri Buzurg,Opencast
2025-09-14 00:00:00,24.7,0.0,0.466,5.0,38.7,Dongri Buzurg,Opencast
2025-09-14 01:00:00,24.7,0.0,0.465,9.0,38.7,Dongri Buzurg,Opencast
2025-09-14 02:00:00,24.3,0.5,0.468,7.2,39.2,Dongri Buzurg,Opencast
2025-09-14 03:00:00,24.4,0.5,0.473,10.4,39.7,Dongri Buzurg,Opencast
2025-09-14 04:00:00,23.8,2.6,0.502,8.6,42.300000000000004,Dongri Buzurg,Opencast
2025-09-14 05:00:00,23.6,0.1,0.497,12.6,42.4,Dongri Buzurg,Opencast
2025-09-14 06:00:00,24.8,0.0,0.472,10.4,42.3,Dongri Buzurg,Opencast
2025-09-14 07:00:00,25.7,0.0,0.471,10.1,42.3,Dongri Buzurg,Opencast
2025-09-14 08:00:00,26.8,0.0,0.469,13.7,42.3,Dongri Buzurg,Opencast
2025-09-14 09:00:00,28.3,0.0,0.466,18.7,42.3,Dongri Buzurg,Opencast
2025-09-14 10:00:00,29.6,0.0,0.463,22.3,41.99999999999999,Dongri Buzurg,Opencast
2025-09-14 11:00:00,30.4,0.1,0.46,22.7,41.8,Dongri Buzurg,Opencast
2025-09-14 12:00:00,30.6,0.1,0.457,22.0,32.699999999999996,Dongri Buzurg,Opencast
2025-09-14 13:00:00,30.5,0.0,0.454,20.9,32.4,Dongri Buzurg,Opencast
2025-09-14 14:00:00,28.8,1.2,0.462,19.4,33.2,Dongri Buzurg,Opencast
2025-09-14 15:00:00,27.6,0.5,0.465,16.2,33.6,Dongri Buzurg,Opencast
2025-09-14 16:00:00,27.4,0.0,0.464,18.4,33.6,Dongri Buzurg,Opencast
2025-09-14 17:00:00,26.7,0.0,0.463,13.3,33.6,Dongri Buzurg,Opencast
2025-09-14 18:00:00,27.0,0.0,0.471,8.6,33.6,Dongri Buzurg,Opencast
2025-09-14 19:00:00,26.1,0.0,0.471,15.8,33.6,Dongri Buzurg,Opencast
2025-09-14 20:00:00,25.9,0.0,0.47,14.8,33.6,Dongri Buzurg,Opencast
2025-09-14 21:00:00,25.6,0.0,0.469,4.7,33.6,Dongri Buzurg,Opencast
2025-09-14 22:00:00,24.6,5.7,0.52,11.9,39.3,Dongri Buzurg,Opencast
2025-09-14 23:00:00,24.4,2.6,0.498,15.1,41.9,Dongri Buzurg,Opencast
2025-09-15 00:00:00,24.4,0.0,0.495,11.2,41.9,Dongri Buzurg,Opencast
2025-09-15 01:00:00,24.3,0.0,0.493,11.5,41.9,Dongri Buzurg,Opencast
2025-09-15 02:00:00,24.3,0.0,0.491,6.8,41.9,Dongri Buzurg,Opencast
2025-09-15 03:00:00,24.2,0.0,0.489,5.4,41.9,Dongri Buzurg,Opencast
2025-09-15 04:00:00,24.0,0.0,0.488,11.2,41.9,Dongri Buzurg,Opencast
2025-09-15 05:00:00,23.9,1.0,0.5,10.8,42.9,Dongri Buzurg,Opencast
2025-09-15 06:00:00,25.2,0.0,0.468,8.6,42.6,Dongri Buzurg,Opencast
2025-09-15 07:00:00,26.1,0.0,0.468,11.2,42.3,Dongri Buzurg,Opencast
2025-09-15 08:00:00,26.8,0.2,0.468,10.8,42.5,Dongri Buzurg,Opencast
2025-09-15 09:00:00,26.9,0.6,0.472,13.0,43.099999999999994,Dongri Buzurg,Opencast
2025-09-15 10:00:00,27.1,0.4,0.474,13.0,43.400000000000006,Dongri Buzurg,Opencast
2025-09-15 11:00:00,28.1,0.2,0.474,15.8,43.4,Dongri Buzurg,Opencast
2025-09-15 12:00:00,29.2,0.1,0.472,19.1,43.3,Dongri Buzurg,Opencast
2025-09-15 13:00:00,29.2,0.1,0.47,20.2,43.4,Dongri Buzurg,Opencast
2025-09-15 14:00:00,28.4,0.2,0.47,18.0,41.699999999999996,Dongri Buzurg,Opencast
2025-09-15 15:00:00,26.6,2.7,0.5,14.8,43.6,Dongri Buzurg,Opencast
2025-09-15 16:00:00,25.9,0.5,0.5,11.9,41.1,Dongri Buzurg,Opencast
2025-09-15 17:00:00,26.0,0.3,0.497,10.8,35.1,Dongri Buzurg,Opencast
2025-09-15 18:00:00,25.9,1.0,0.504,4.7,36.00000000000001,Dongri Buzurg,Opencast
2025-09-15 19:00:00,25.7,1.9,0.516,6.1,33.900000000000006,Dongri Buzurg,Opencast
2025-09-15 20:00:00,25.7,0.8,0.511,5.8,29.4,Dongri Buzurg,Opencast
2025-09-15 21:00:00,25.6,0.6,0.51,6.5,29.900000000000002,Dongri Buzurg,Opencast
2025-09-15 22:00:00,25.4,0.4,0.507,5.4,30.3,Dongri Buzurg,Opencast
2025-09-15 23:00:00,25.1,0.0,0.503,5.8,30.3,Dongri Buzurg,Opencast
2025-09-16 00:00:00,25.0,0.0,0.499,6.1,30.3,Dongri Buzurg,Opencast
2025-09-16 01:00:00,24.9,0.0,0.497,8.6,30.3,Dongri Buzurg,Opencast
2025-09-16 02:00:00,24.7,0.0,0.495,7.6,30.3,Dongri Buzurg,Opencast
2025-09-16 03:00:00,24.5,0.0,0.493,8.3,30.3,Dongri Buzurg,Opencast
2025-09-16 04:00:00,24.2,0.0,0.492,9.4,30.2,Dongri Buzurg,Opencast
2025-09-16 05:00:00,23.9,0.2,0.493,11.9,30.3,Dongri Buzurg,Opencast
2025-09-16 06:00:00,24.8,0.0,0.485,6.5,30.3,Dongri Buzurg,Opencast
2025-09-16 07:00:00,25.7,0.0,0.484,10.8,30.3,Dongri Buzurg,Opencast
2025-09-16 08:00:00,26.7,0.1,0.484,12.6,30.400000000000002,Dongri Buzurg,Opencast
2025-09-16 09:00:00,27.8,0.1,0.482,15.5,30.200000000000003,Dongri Buzurg,Opencast
2025-09-16 10:00:00,29.0,0.1,0.481,15.1,30.0,Dongri Buzurg,Opencast
2025-09-16 11:00:00,30.0,0.1,0.478,15.5,29.700000000000003,Dongri Buzurg,Opencast
2025-09-16 12:00:00,30.1,0.1,0.475,14.0,29.4,Dongri Buzurg,Opencast
2025-09-16 13:00:00,26.2,7.5,0.52,25.2,36.5,Dongri Buzurg,Opencast
2025-09-16 14:00:00,25.7,1.1,0.506,24.8,36.7,Dongri Buzurg,Opencast
2025-09-16 15:00:00,26.8,0.1,0.503,12.2,34.400000000000006,Dongri Buzurg,Opencast
2025-09-16 16:00:00,26.9,0.0,0.499,14.4,34.300000000000004,Dongri Buzurg,Opencast
2025-09-16 17:00:00,26.4,0.3,0.5,7.9,34.6,Dongri Buzurg,Opencast
2025-09-16 18:00:00,25.6,0.3,0.497,5.0,34.900000000000006,Dongri Buzurg,Opencast
2025-09-16 19:00:00,25.3,0.0,0.495,8.6,34.900000000000006,Dongri Buzurg,Opencast
2025-09-16 20:00:00,25.2,0.0,0.494,4.7,34.900000000000006,Dongri Buzurg,Opencast
2025-09-16 21:00:00,25.1,0.0,0.492,4.3,34.900000000000006,Dongri Buzurg,Opencast
2025-09-16 22:00:00,24.9,0.0,0.491,3.2,34.900000000000006,Dongri Buzurg,Opencast
2025-09-16 23:00:00,24.7,0.0,0.49,5.4,34.900000000000006,Dongri Buzurg,Opencast
2025-09-17 00:00:00,24.5,0.0,0.489,7.6,34.900000000000006,Dongri Buzurg,Opencast
2025-09-17 01:00:00,24.4,0.1,0.489,6.8,35.0,Dongri Buzurg,Opencast
2025-09-17 02:00:00,24.3,0.1,0.489,6.5,34.6,Dongri Buzurg,Opencast
2025-09-17 03:00:00,24.1,0.1,0.488,5.4,34.2,Dongri Buzurg,Opencast
2025-09-17 04:00:00,23.9,0.0,0.488,5.8,31.6,Dongri Buzurg,Opencast
2025-09-17 05:00:00,23.8,0.0,0.487,7.9,31.5,Dongri Buzurg,Opencast
2025-09-17 06:00:00,24.5,0.0,0.495,10.1,31.5,Dongri Buzurg,Opencast
2025-09-17 07:00:00,25.0,0.1,0.494,11.9,31.6,Dongri Buzurg,Opencast
2025-09-17 08:00:00,26.0,0.1,0.493,14.4,31.7,Dongri Buzurg,Opencast
2025-09-17 09:00:00,26.8,0.1,0.491,14.8,31.8,Dongri Buzurg,Opencast
2025-09-17 10:00:00,28.2,0.1,0.49,15.1,31.900000000000002,Dongri Buzurg,Opencast
2025-09-17 11:00:00,28.9,0.1,0.488,13.7,31.900000000000002,Dongri Buzurg,Opencast
2025-09-17 12:00:00,29.2,0.1,0.486,13.0,31.900000000000002,Dongri Buzurg,Opencast
2025-09-17 13:00:00,29.4,0.1,0.483,13.7,32.0,Dongri Buzurg,Opencast
2025-09-17 14:00:00,29.8,0.2,0.482,14.0,31.000000000000004,Dongri Buzurg,Opencast
2025-09-17 15:00:00,29.5,0.1,0.481,14.4,30.6,Dongri Buzurg,Opencast
2025-09-17 16:00:00,29.0,0.0,0.479,9.0,30.6,Dongri Buzurg,Opencast
2025-09-17 17:00:00,27.2,0.0,0.479,10.8,30.6,Dongri Buzurg,Opencast
2025-09-17 18:00:00,25.5,0.0,0.484,9.0,30.6,Dongri Buzurg,Opencast
